Utility,State,Rep,Team Code,Rate,Zone,Product,Service Class,Start Date,Cut Off Date,Annual_usage_Min,Annual_usage_Max,Sales Tax,Marketing Adder,Logistics,Energy Only Adder,Term,Max Adder
CONED,NY,Liberty Power,OUTBOUNDTELESALES,0.08807,H,Electricity,Default,2/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
CONED,NY,Liberty Power,OUTBOUNDTELESALES,0.08809,H,Electricity,SC2,8/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
CONED,NY,Liberty Power,OUTBOUNDTELESALES,0.08844,H,Electricity,SC2,11/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
CONED,NY,Liberty Power,OUTBOUNDTELESALES,0.09302,J,Electricity,SC2,9/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
CONED,NY,Liberty Power,OUTBOUNDTELESALES,0.09394,I,Electricity,SC2,6/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
CONED,NY,Liberty Power,OUTBOUNDTELESALES,0.09397,I,Electricity,SC2,2/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
CONED,NY,Liberty Power,OUTBOUNDTELESALES,0.09446,I,Electricity,SC2,10/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.06717,DUQ,Electricity,GSGM/Default,1/1/2019,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
METED,PA,Liberty Power,AFF,0.06807,METED,Electricity,GS Small,5/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
METED,PA,Liberty Power,AFF,0.06857,METED,Electricity,GS Medium,5/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
METED,PA,Liberty Power,AFF,0.07015,METED,Electricity,GS Medium,2/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06031,METED,Electricity,GS Small,1/1/2019,1/27/2018,500001,2000000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06112,METED,Electricity,GS Small,11/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06354,METED,Electricity,GS Medium,10/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06265,METED,Electricity,GS Small,7/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06144,METED,Electricity,GS Small,12/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06348,METED,Electricity,GS Medium,12/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06181,METED,Electricity,GS Small,11/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06472,METED,Electricity,Default,7/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06217,METED,Electricity,GS Small,10/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06394,METED,Electricity,Default,9/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06544,METED,Electricity,GS Medium,5/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06473,METED,Electricity,GS Medium,7/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06493,METED,Electricity,Default,8/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06493,METED,Electricity,GS Medium,8/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06356,METED,Electricity,GS Small,6/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.0653,METED,Electricity,GS Medium,7/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.0641,METED,Electricity,GS Small,4/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06575,METED,Electricity,Default,4/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06441,METED,Electricity,Default,11/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0511,E,Electricity,SC2,7/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05104,C,Electricity,SC2,1/1/2019,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05104,C,Electricity,SC2,1/1/2019,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0512,C,Electricity,SC2,12/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05137,E,Electricity,SC2,10/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05145,E,Electricity,SC2,12/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05147,E,Electricity,SC2,11/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05147,E,Electricity,SC2,11/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05147,E,Electricity,SC2,1/1/2019,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05156,A,Electricity,SC2,4/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05164,E,Electricity,SC2,12/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05166,E,Electricity,SC2,11/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05166,E,Electricity,SC2,1/1/2019,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0518,A,Electricity,SC2,5/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04676,D,Electricity,SC2,5/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05191,A,Electricity,SC2,7/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05215,A,Electricity,SC2,9/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05237,A,Electricity,SC2,10/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05246,A,Electricity,SC2,11/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05247,A,Electricity,SC2,1/1/2019,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05267,A,Electricity,SC2,1/1/2019,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0493,B,Electricity,SC2,7/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04962,B,Electricity,SC2,9/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04998,B,Electricity,SC2,1/1/2019,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0652,F,Electricity,SC2,1/1/2019,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0652,F,Electricity,SC2,1/1/2019,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06415,F,Electricity,SC2,3/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06452,F,Electricity,Default,8/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06453,F,Electricity,Default,2/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06539,F,Electricity,Default,1/1/2019,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06408,F,Electricity,SC2,4/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0641,F,Electricity,SC2,5/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06422,F,Electricity,SC2,6/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06434,F,Electricity,SC2,7/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06493,F,Electricity,Default,10/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06493,F,Electricity,SC2,10/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06511,F,Electricity,SC2,12/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06539,F,Electricity,Default,1/1/2019,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06539,F,Electricity,SC2,1/1/2019,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06592,F,Electricity,SOHO (Tax ID Required),4/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06598,F,Electricity,SOHO (Tax ID Required),3/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06633,F,Electricity,SOHO (Tax ID Required),2/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06659,F,Electricity,SOHO (Tax ID Required),1/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,OUTBOUNDTELESALES,0.04683,D,Electricity,SC2,7/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
NIMO,NY,Liberty Power,OUTBOUNDTELESALES,0.0472,D,Electricity,SC2,9/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
NIMO,NY,Liberty Power,OUTBOUNDTELESALES,0.04759,D,Electricity,SC2,12/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
NIMO,NY,Liberty Power,OUTBOUNDTELESALES,0.04868,B,Electricity,SC2,3/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.07018,DUQ,Electricity,GSGM/Default,8/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.06988,DUQ,Electricity,GSGM/Default,6/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.071,DUQ,Electricity,GSGM/Default,9/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.07135,DUQ,Electricity,GSGM/Default,5/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.07269,DUQ,Electricity,GSGM/Default,4/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.07462,DUQ,Electricity,GSGM/Default,9/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.07619,DUQ,Electricity,GSGM/Default,5/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.07473,DUQ,Electricity,GSGM/Default,11/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.07821,DUQ,Electricity,GSGM/Default,2/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,AFF,0.08269,DUQ,Electricity,GSGM/Default,2/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.06827,DUQ,Electricity,GSGM/Default,10/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.06985,DUQ,Electricity,GSGM/Default,6/1/2018,1/27/2018,500001,2000000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.0697,DUQ,Electricity,GSGM/Default,9/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07019,DUQ,Electricity,GSGM/Default,11/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07049,DUQ,Electricity,GSGM/Default,7/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07165,DUQ,Electricity,GSGM/Default,7/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07158,DUQ,Electricity,GSGM/Default,4/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07188,DUQ,Electricity,GSGM/Default,3/1/2018,1/27/2018,250001,500000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07236,DUQ,Electricity,GSGM/Default,5/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07289,DUQ,Electricity,GSGM/Default,3/1/2018,1/27/2018,100001,250000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.0749,DUQ,Electricity,GSGM/Default,8/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
DUQ,PA,Liberty Power,OUTBOUNDTELESALES,0.07665,DUQ,Electricity,GSGM/Default,6/1/2018,1/27/2018,25001,50000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06513,METED,Electricity,Default,9/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06542,METED,Electricity,GS Small,2/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06461,METED,Electricity,GS Small,5/1/2018,1/27/2018,25001,50000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.0672,METED,Electricity,Default,3/1/2018,1/27/2018,50001,100000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06731,METED,Electricity,Default,3/1/2018,1/27/2018,25001,50000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06521,METED,Electricity,GS Small,1/1/2019,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06602,METED,Electricity,GS Medium,12/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06823,METED,Electricity,Default,2/1/2018,1/27/2018,25001,50000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.0664,METED,Electricity,GS Medium,11/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06602,METED,Electricity,Default,12/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06713,METED,Electricity,GS Medium,9/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06668,METED,Electricity,SOHO (Tax ID Required),3/1/2018,1/27/2018,0,2000000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06824,METED,Electricity,GS Medium,6/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06882,METED,Electricity,GS Medium,4/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06921,METED,Electricity,GS Medium,3/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06868,METED,Electricity,GS Small,3/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06921,METED,Electricity,Default,3/1/2018,1/27/2018,0,25000,0,0,0,0,24,0.05
METED,PA,Liberty Power,OUTBOUNDTELESALES,0.06851,METED,Electricity,SOHO (Tax ID Required),1/1/2018,1/27/2018,0,2000000,0,0,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04667,D,Electricity,SC2,4/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04675,D,Electricity,SC2,3/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04675,D,Electricity,SC2,6/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04694,D,Electricity,SC2,6/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05057,C,Electricity,SC2,7/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0507,C,Electricity,SC2,8/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0512,C,Electricity,SC2,11/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04675,D,Electricity,SC2,3/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05194,A,Electricity,SC2,6/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0522,A,Electricity,SC2,8/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04715,D,Electricity,SC2,7/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05243,A,Electricity,SC2,2/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05256,A,Electricity,SC2,10/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05264,A,Electricity,SC2,12/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04752,D,Electricity,SC2,9/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04791,D,Electricity,SC2,12/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04896,B,Electricity,SC2,5/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04912,B,Electricity,SC2,6/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04978,D,Electricity,SOHO (Tax ID Required),2/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05039,C,Electricity,SC2,6/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0514,B,Electricity,SOHO (Tax ID Required),5/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05123,C,Electricity,SC2,1/1/2019,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0522,A,Electricity,SC2,8/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05335,E,Electricity,SOHO (Tax ID Required),6/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05373,E,Electricity,SOHO (Tax ID Required),2/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06396,F,Electricity,SC2,3/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06408,F,Electricity,SC2,4/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04695,D,Electricity,SC2,7/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04695,D,Electricity,SC2,7/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04715,D,Electricity,SC2,7/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04731,D,Electricity,SC2,8/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04732,D,Electricity,SC2,9/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04757,D,Electricity,SC2,10/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04771,D,Electricity,SC2,11/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04791,D,Electricity,SC2,12/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0487,B,Electricity,SC2,4/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04876,B,Electricity,SC2,5/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0488,B,Electricity,SC2,3/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04896,B,Electricity,SC2,5/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04911,B,Electricity,SC2,7/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04944,B,Electricity,SC2,8/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04955,B,Electricity,SC2,2/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04976,B,Electricity,SC2,12/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04985,B,Electricity,SC2,10/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0498,B,Electricity,SC2,1/1/2019,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04995,B,Electricity,SC2,12/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.04998,B,Electricity,SC2,1/1/2019,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05017,C,Electricity,SC2,4/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05023,C,Electricity,SC2,5/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05028,C,Electricity,SC2,3/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05039,C,Electricity,SC2,6/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.0641,F,Electricity,Default,5/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06415,F,Electricity,SC2,7/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06434,F,Electricity,Default,7/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06452,F,Electricity,Default,8/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.05464,E,Electricity,SOHO (Tax ID Required),1/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06453,F,Electricity,SC2,9/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06472,F,Electricity,Default,9/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06474,F,Electricity,Default,10/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06474,F,Electricity,SC2,10/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06485,F,Electricity,SC2,11/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06504,F,Electricity,SC2,11/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06539,F,Electricity,SC2,1/1/2019,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06452,F,Electricity,SC2,8/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06504,F,Electricity,SC2,11/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06408,F,Electricity,Default,4/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06504,F,Electricity,Default,11/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
NIMO,NY,Liberty Power,AFF,0.06504,F,Electricity,SC2,11/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
